Age,Fare
-0.5300050983330725,-0.5021631365156053
0.5714304118216114,0.7864036178345383
-0.2546462207944016,-0.48857985158126105
0.36491125366760807,0.4204940697654092
0.36491125366760807,-0.48606442844527137
,-0.4778480503138746
1.6728659219762951,0.3955913807191113
-1.9067994860264275,-0.22395733767514675
-0.18580650140973384,-0.42401799520369554
-1.0807228534104145,-0.04293139010125909
-1.7691200472570918,-0.3119971474347855
1.9482247995149662,-0.11378180431879875
-0.667684537102408,-0.48606442844527137
0.6402701312062791,-0.01869880977838891
-1.0807228534104145,-0.4900045872454856
1.7417056413609628,-0.32608351699632776
-1.9067994860264275,-0.061964087717411374
,-0.38645367226008004
0.08955237612893713,-0.28583674682049287
,-0.5026662211428032
0.36491125366760807,-0.12484966611715337
0.29607153428294036,-0.38645367226008004
-1.0118831340257468,-0.48648299485510005
-0.1169667820250661,0.06632249221806229
-1.493761169718421,-0.22395733767514675
0.5714304118216114,-0.016434928955998185
,-0.5026662211428032
-0.7365242564870758,4.644392599719279
,-0.4895015026182876
,-0.4891674544258282
0.7091098505909468,-0.09022134505786503
,2.300436803386727
,-0.49210144397164657
2.498942554592308,-0.43676213497987365
-0.1169667820250661,1.0054969729792393
0.8467892893602823,0.39835834616870003
,-0.502581702925434
-0.5988448177177403,-0.48606442844527137
-0.8053639758717436,-0.28583674682049287
-1.0807228534104145,-0.4218366202601652
0.7091098505909468,-0.457388604694989
-0.18580650140973384,-0.22546659155674054
,-0.4891674544258282
-1.8379597666417598,0.18865657484452997
-0.7365242564870758,-0.4895015026182876
,-0.48606442844527137
,-0.3361452095402864
,-0.49210144397164657
,-0.211798788405027
-0.8053639758717436,-0.28986142383807634
-1.5626008891030887,0.15058916727371655
-0.5988448177177403,-0.49109527471725073
1.3286673250529566,0.895993560684828
-0.04812706264039836,-0.12484966611715337
2.43010283520764,0.5991736306380456
,0.06632249221806229
-0.5988448177177403,-0.43676213497987365
-0.08254692233273223,-0.502581702925434
-1.7002803278724241,-0.08963374221329785
-1.2872420115644176,0.29572908222032107
